,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4835,17/09/2012 18:12,default,20,ARCHIVED,not_printed,emailed,9,10,00:00:57,1,proton.a.and,ns = 8 ; d1 = 1 ; expt = 1m 9s ; ds = 2 ; td1 = 1,non_composite,1H Observe  ,visible,research_teaching,2,TRUE,active,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,5,Alec,60
4836,17/09/2012 18:12,o1p#-205,20,ARCHIVED,not_printed,emailed,9,11,00:02:09,21,f19cpd_80ppm.a.and,ns = 64 ; d1 = 1 ; expt = 2m 24s ; ds = 4 ; td1 = 1 ,non_composite,19F Observe with 1H decoupling - SW 80 ppm,visible,research_only,2,TRUE,active,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,5,Alec,60
4837,17/09/2012 18:12,o2p#-205,20,ARCHIVED,not_printed,emailed,9,12,00:06:05,103,ghmbc-f19.a.and,ns = 1 ; d1 = 1 ; expt = 6m 5s ; ds = 2 ; td1 = 256,non_composite,2D 1H#19F-gs-HMBC,visible,research_only,2,TRUE,active,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,5,Alec,60
4863,18/09/2012 16:09,default,1,ARCHIVED,not_printed,emailed,9,10,00:02:08,40,b11.a.and,ns = 64 ; d1 = 1.5 ; expt = 2m 15s ; ds = 2 ; td1 = 1 ,non_composite,11B Observe - SW=250ppm (Et2O#BF3/CDCl3 = 0ppm),visible,research_only,2,TRUE,active,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,5,Alec,60
4864,18/09/2012 16:09,default,1,ARCHIVED,not_printed,emailed,9,11,00:02:10,41,b11cpd.a.and,ns = 64 ; d1 = 1.5 ; expt = 2m 15s ; ds = 2 ; td1 = 1 ,non_composite,11B Observe:Decoupled - SW=250ppm (Et2O#BF3/CDCl3 = 0ppm),visible,research_only,2,TRUE,active,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,5,Alec,60
4998,19/09/2012 17:23,default,1,ARCHIVED,not_printed,emailed,9,10,00:01:41,35,2H.a.and,ns = 16 ; d1 = 1 ; expt = 1m 41s ; ds = 0 ; td1 = 1 ,non_composite,2H Observe,visible,research_only,135,FALSE,inactive,TRUE,3,tl,admin,TRUE,active,9,None,no solvent,1,PI,PI - Group Leaders,3392FF,5,Alec,60
4999,19/09/2012 17:23,default,1,ARCHIVED,not_printed,emailed,9,11,00:01:42,36,2Hcpd-1H.a.and,ns = 16 ; d1 = 1 ; expt = 1m 42s ; ds = 0 ; td1 = 1 ,non_composite,2H Observe with 1H Decoupling,visible,research_only,135,FALSE,inactive,TRUE,3,tl,admin,TRUE,active,9,None,no solvent,1,PI,PI - Group Leaders,3392FF,5,Alec,60
5000,19/09/2012 17:23,default,2,ARCHIVED,not_printed,emailed,9,10,00:00:08,401,snf.and,ns = 8 ; d1 = 1 ; expt = 57s ; ds = 2 ; td1 = 1,non_composite,19F SINO test,visible,research_only,135,FALSE,inactive,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,5,Alec,60
5001,19/09/2012 17:23,default,3,ARCHIVED,not_printed,emailed,9,10,00:00:57,1,proton.a.and,ns = 8 ; d1 = 1 ; expt = 1m 9s ; ds = 2 ; td1 = 1,non_composite,1H Observe  ,visible,research_teaching,135,FALSE,inactive,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,5,Alec,60
5002,19/09/2012 17:23,default,3,ARCHIVED,not_printed,emailed,9,11,00:02:09,21,f19cpd_80ppm.a.and,ns = 64 ; d1 = 1 ; expt = 2m 24s ; ds = 4 ; td1 = 1 ,non_composite,19F Observe with 1H decoupling - SW 80 ppm,visible,research_only,135,FALSE,inactive,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,5,Alec,60
5003,19/09/2012 17:23,default,3,ARCHIVED,not_printed,emailed,9,12,00:06:05,103,ghmbc-f19.a.and,ns = 1 ; d1 = 1 ; expt = 6m 5s ; ds = 2 ; td1 = 256,non_composite,2D 1H#19F-gs-HMBC,visible,research_only,135,FALSE,inactive,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,5,Alec,60
5004,19/09/2012 17:23,default,4,ARCHIVED,not_printed,emailed,9,10,00:00:57,1,proton.a.and,ns = 8 ; d1 = 1 ; expt = 1m 9s ; ds = 2 ; td1 = 1,non_composite,1H Observe  ,visible,research_teaching,135,FALSE,inactive,TRUE,3,tl,admin,TRUE,active,3,Acetone,acetone-d6,1,PI,PI - Group Leaders,3392FF,5,Alec,60
5005,19/09/2012 17:23,default,4,ARCHIVED,not_printed,emailed,9,11,00:06:18,104,ghmbc-p31.a.and,ns = 2 ; d1 = 1 ; expt = 6m 18s ; ds = 16 ; td1 = 128,non_composite,2D 1H#31P-gs-HMBC,visible,research_only,135,FALSE,inactive,TRUE,3,tl,admin,TRUE,active,3,Acetone,acetone-d6,1,PI,PI - Group Leaders,3392FF,5,Alec,60
5211,21/09/2012 16:43,default,1,ARCHIVED,not_printed,emailed,8,10,00:00:57,1,proton.a.and,ns = 8 ; d1 = 1 ; expt = 1m 9s ; ds = 2 ; td1 = 1,non_composite,1H Observe  ,visible,research_teaching,135,FALSE,inactive,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,4,Felix,60
5212,21/09/2012 16:43,default,1,ARCHIVED,not_printed,emailed,8,11,00:00:43,2,proton_WIDE.a.and,ns = 8 ; d1 = 1 ; expt = 51s ; ds = 2 ; td1 = 1   ,non_composite,1H Observe with Expanded Sweep Width [from 15 to -25 ppm],visible,research_only,135,FALSE,inactive,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,4,Felix,60
5213,21/09/2012 16:43,default,1,ARCHIVED,not_printed,emailed,8,12,00:05:47,3,proton_Quant.a.and,ns = 8 ; d1 = 30 ; expt = 5m 59s ; ds = 2 ; td1 = 1 ,non_composite,1H Observe - Quantitative ,visible,research_only,135,FALSE,inactive,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,4,Felix,60
5215,21/09/2012 16:43,o2p#-205,3,ARCHIVED,not_printed,emailed,8,10,00:00:26,6,pro19Fdec.a.and,ns = 8 ; d1 = 1 ; expt = 25s ; ds = 2 ; td1 = 1 ,non_composite,1H Observe with 19F Decoupling,visible,research_only,135,FALSE,inactive,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,4,Felix,60
5248,21/09/2012 17:29,cnst21#4.617,4,ARCHIVED,not_printed,emailed,8,10,00:08:02,5,selnoesy1D.a.and,ns = 64 ; d1 = 1.5 ; expt = 8m 2s ; ds = 4 ; td1 = 1 ,non_composite,1D gs-NOESY,visible,research_only,135,FALSE,inactive,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,4,Felix,60
5249,21/09/2012 17:29,default,5,ARCHIVED,not_printed,emailed,8,10,00:00:26,7,pro31Pdec.a.and,ns = 8 ; d1 = 1 ; expt = 25s ; ds = 2 ; td1 = 1 ,non_composite,1H Observe with 31P decoupling,visible,research_only,135,FALSE,inactive,TRUE,3,tl,admin,TRUE,active,3,Acetone,acetone-d6,1,PI,PI - Group Leaders,3392FF,4,Felix,60
5250,21/09/2012 17:29,default,6,ARCHIVED,not_printed,emailed,8,10,00:00:34,8,proton_WIDE-2.a.and,ns = 8 ; d1 = 1 ; expt = 34s ; ds = 2 ; td1 = 1 ,non_composite,1H Observe with Expanded Sweep Width [from 15 to -40 ppm],hidden,research_only,135,FALSE,inactive,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,4,Felix,60
5251,21/09/2012 17:29,ns#200,6,ARCHIVED,not_printed,emailed,8,11,00:10:43,10,c13_deptq.a.and,ns = 800 ; d1 = 2 ; expt = 45m 36s; ds = 4 ; td1 = 1 ,non_composite,13C Observe with multiplicity editing - DEPTQ,visible,research_only,135,FALSE,inactive,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,4,Felix,60
5565,26/09/2012 10:02,default,1,ARCHIVED,not_printed,emailed,8,10,00:00:57,1,proton.a.and,ns = 8 ; d1 = 1 ; expt = 1m 9s ; ds = 2 ; td1 = 1,non_composite,1H Observe  ,visible,research_teaching,135,FALSE,inactive,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,4,Felix,60
5566,26/09/2012 10:02,default,1,ARCHIVED,not_printed,emailed,8,11,00:00:43,2,proton_WIDE.a.and,ns = 8 ; d1 = 1 ; expt = 51s ; ds = 2 ; td1 = 1   ,non_composite,1H Observe with Expanded Sweep Width [from 15 to -25 ppm],visible,research_only,135,FALSE,inactive,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,4,Felix,60
5567,26/09/2012 10:02,default,1,ARCHIVED,not_printed,emailed,8,12,00:05:47,3,proton_Quant.a.and,ns = 8 ; d1 = 30 ; expt = 5m 59s ; ds = 2 ; td1 = 1 ,non_composite,1H Observe - Quantitative ,visible,research_only,135,FALSE,inactive,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,4,Felix,60
5568,26/09/2012 10:02,default,1,ARCHIVED,not_printed,emailed,8,13,00:00:34,8,proton_WIDE-2.a.and,ns = 8 ; d1 = 1 ; expt = 34s ; ds = 2 ; td1 = 1 ,non_composite,1H Observe with Expanded Sweep Width [from 15 to -40 ppm],hidden,research_only,135,FALSE,inactive,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,4,Felix,60
5569,26/09/2012 10:02,cnst21#4.167,1,ARCHIVED,not_printed,emailed,8,14,00:08:02,5,selnoesy1D.a.and,ns = 64 ; d1 = 1.5 ; expt = 8m 2s ; ds = 4 ; td1 = 1 ,non_composite,1D gs-NOESY,visible,research_only,135,FALSE,inactive,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,4,Felix,60
5570,26/09/2012 10:02,default,2,ARCHIVED,not_printed,emailed,8,10,00:01:01,4,solventsup.a.and,ns = 8 ; d1 = 4 ; expt = 1m 49s ; ds = 4 ; td1 = 1 ,non_composite,1H Observe with Solvent Suppression ,visible,research_only,135,FALSE,inactive,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,4,Felix,60
5571,26/09/2012 10:02,o2p#-205,3,ARCHIVED,not_printed,emailed,8,10,00:00:26,6,pro19Fdec.a.and,ns = 8 ; d1 = 1 ; expt = 25s ; ds = 2 ; td1 = 1 ,non_composite,1H Observe with 19F Decoupling,visible,research_only,135,FALSE,inactive,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,4,Felix,60
5574,26/09/2012 10:05,default,4,ARCHIVED,not_printed,emailed,8,10,00:00:26,7,pro31Pdec.a.and,ns = 8 ; d1 = 1 ; expt = 25s ; ds = 2 ; td1 = 1 ,non_composite,1H Observe with 31P decoupling,visible,research_only,135,FALSE,inactive,TRUE,3,tl,admin,TRUE,active,3,Acetone,acetone-d6,1,PI,PI - Group Leaders,3392FF,4,Felix,60
5577,26/09/2012 10:08,ns#200,5,ARCHIVED,not_printed,emailed,8,10,00:10:43,10,c13_deptq.a.and,ns = 800 ; d1 = 2 ; expt = 45m 36s; ds = 4 ; td1 = 1 ,non_composite,13C Observe with multiplicity editing - DEPTQ,visible,research_only,135,FALSE,inactive,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,4,Felix,60
5596,26/09/2012 12:17,cnst21#4.617,6,ARCHIVED,not_printed,emailed,8,10,00:08:02,5,selnoesy1D.a.and,ns = 64 ; d1 = 1.5 ; expt = 8m 2s ; ds = 4 ; td1 = 1 ,non_composite,1D gs-NOESY,visible,research_only,135,FALSE,inactive,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,4,Felix,60
5597,26/09/2012 12:17,cnst21#6,6,ARCHIVED,not_printed,emailed,8,11,00:08:02,5,selnoesy1D.a.and,ns = 64 ; d1 = 1.5 ; expt = 8m 2s ; ds = 4 ; td1 = 1 ,non_composite,1D gs-NOESY,visible,research_only,135,FALSE,inactive,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,4,Felix,60
5598,26/09/2012 12:17,default,7,ARCHIVED,not_printed,emailed,8,10,00:01:01,4,solventsup.a.and,ns = 8 ; d1 = 4 ; expt = 1m 49s ; ds = 4 ; td1 = 1 ,non_composite,1H Observe with Solvent Suppression ,visible,research_only,135,FALSE,inactive,TRUE,3,tl,admin,TRUE,active,6,H2O+D2O,90% H2O and 10% D2O,1,PI,PI - Group Leaders,3392FF,4,Felix,60
5612,26/09/2012 12:56,cnst21#4.617,8,ARCHIVED,not_printed,emailed,8,10,00:08:02,5,selnoesy1D.a.and,ns = 64 ; d1 = 1.5 ; expt = 8m 2s ; ds = 4 ; td1 = 1 ,non_composite,1D gs-NOESY,visible,research_only,2,TRUE,active,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,4,Felix,60
5613,26/09/2012 12:56,default,9,ARCHIVED,not_printed,emailed,8,10,00:01:01,4,solventsup.a.and,ns = 8 ; d1 = 4 ; expt = 1m 49s ; ds = 4 ; td1 = 1 ,non_composite,1H Observe with Solvent Suppression ,visible,research_only,2,TRUE,active,TRUE,3,tl,admin,TRUE,active,6,H2O+D2O,90% H2O and 10% D2O,1,PI,PI - Group Leaders,3392FF,4,Felix,60
5619,26/09/2012 14:15,cnst21#4.617,10,ARCHIVED,not_printed,emailed,8,10,00:08:02,5,selnoesy1D.a.and,ns = 64 ; d1 = 1.5 ; expt = 8m 2s ; ds = 4 ; td1 = 1 ,non_composite,1D gs-NOESY,visible,research_only,2,TRUE,active,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,4,Felix,60
5621,26/09/2012 14:35,cnst21#4.617,11,ARCHIVED,not_printed,emailed,8,10,00:08:02,5,selnoesy1D.a.and,ns = 64 ; d1 = 1.5 ; expt = 8m 2s ; ds = 4 ; td1 = 1 ,non_composite,1D gs-NOESY,visible,research_only,2,TRUE,active,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,4,Felix,60
5623,26/09/2012 14:38,default,12,ARCHIVED,not_printed,emailed,8,10,00:00:57,1,proton.a.and,ns = 8 ; d1 = 1 ; expt = 1m 9s ; ds = 2 ; td1 = 1,non_composite,1H Observe  ,visible,research_teaching,2,TRUE,active,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,4,Felix,60
5639,26/09/2012 15:10,default,13,ARCHIVED,not_printed,emailed,8,10,00:00:57,1,proton.a.and,ns = 8 ; d1 = 1 ; expt = 1m 9s ; ds = 2 ; td1 = 1,non_composite,1H Observe  ,visible,research_teaching,135,FALSE,inactive,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,4,Felix,60
5640,26/09/2012 15:10,cnst21#4.617,13,ARCHIVED,not_printed,emailed,8,11,00:08:02,5,selnoesy1D.a.and,ns = 64 ; d1 = 1.5 ; expt = 8m 2s ; ds = 4 ; td1 = 1 ,non_composite,1D gs-NOESY,visible,research_only,135,FALSE,inactive,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,4,Felix,60
5642,26/09/2012 15:10,default,14,ARCHIVED,not_printed,emailed,8,10,00:01:01,4,solventsup.a.and,ns = 8 ; d1 = 4 ; expt = 1m 49s ; ds = 4 ; td1 = 1 ,non_composite,1H Observe with Solvent Suppression ,visible,research_only,135,FALSE,inactive,TRUE,3,tl,admin,TRUE,active,6,H2O+D2O,90% H2O and 10% D2O,1,PI,PI - Group Leaders,3392FF,4,Felix,60
5644,26/09/2012 15:25,default,15,ARCHIVED,not_printed,emailed,8,10,00:00:57,1,proton.a.and,ns = 8 ; d1 = 1 ; expt = 1m 9s ; ds = 2 ; td1 = 1,non_composite,1H Observe  ,visible,research_teaching,135,FALSE,inactive,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,4,Felix,60
5645,26/09/2012 15:25,cnst21#4.617,15,ARCHIVED,not_printed,emailed,8,11,00:08:02,5,selnoesy1D.a.and,ns = 64 ; d1 = 1.5 ; expt = 8m 2s ; ds = 4 ; td1 = 1 ,non_composite,1D gs-NOESY,visible,research_only,135,FALSE,inactive,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,4,Felix,60
5805,28/09/2012 11:14,default,7,ARCHIVED,not_printed,emailed,9,10,00:30:42,150,ghsqc-lignin.a.and,ns = 24 ; d1 = 1 ; expt = 2h 2ms ; ds = 16 ; td1 = 256,non_composite,2D 1H#13C-gs-HSQC full SW,visible,research_only,2,TRUE,active,TRUE,3,tl,admin,TRUE,active,2,DMSO,dimethylsulfoxide-d6,1,PI,PI - Group Leaders,3392FF,5,Alec,60
5806,28/09/2012 11:14,default,7,ARCHIVED,not_printed,emailed,9,11,00:15:29,151,ghsqc-lignin-fast.a.and,ns = 24 ; d1 = 1 ; expt = 30m 40s ; ds = 16 ; td1 = 64,non_composite,2D 1H#13C-gs-HSQC F1-SW from 50 to 90 ppm,visible,research_only,2,TRUE,active,TRUE,3,tl,admin,TRUE,active,2,DMSO,dimethylsulfoxide-d6,1,PI,PI - Group Leaders,3392FF,5,Alec,60
5835,28/09/2012 17:59,default,1,ARCHIVED,not_printed,emailed,9,10,00:00:57,1,proton.a.and,ns = 8 ; d1 = 1 ; expt = 1m 9s ; ds = 2 ; td1 = 1,non_composite,1H Observe  ,visible,research_teaching,2,TRUE,active,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,5,Alec,60
5836,28/09/2012 17:59,default,2,ARCHIVED,not_printed,emailed,9,10,02:01:47,150,ghsqc-lignin.a.and,ns = 24 ; d1 = 1 ; expt = 2h 2ms ; ds = 16 ; td1 = 256,non_composite,2D 1H#13C-gs-HSQC full SW,visible,research_only,2,TRUE,active,TRUE,3,tl,admin,TRUE,active,2,DMSO,dimethylsulfoxide-d6,1,PI,PI - Group Leaders,3392FF,5,Alec,60
5837,28/09/2012 17:59,default,2,ARCHIVED,not_printed,emailed,9,11,01:01:03,152,ghsqc-lignin-aro.a.and,ns = 24 ; d1 = 1 ; expt = 1h 1m ; ds = 16 ; td1 = 128,non_composite,2D 1H#13C-gs-HSQC F1-SW from  47 to 133 ppm,visible,research_only,2,TRUE,active,TRUE,3,tl,admin,TRUE,active,2,DMSO,dimethylsulfoxide-d6,1,PI,PI - Group Leaders,3392FF,5,Alec,60
5838,28/09/2012 17:59,default,2,ARCHIVED,not_printed,emailed,9,12,00:30:42,151,ghsqc-lignin-fast.a.and,ns = 24 ; d1 = 1 ; expt = 30m 40s ; ds = 16 ; td1 = 64,non_composite,2D 1H#13C-gs-HSQC F1-SW from 50 to 90 ppm,visible,research_only,2,TRUE,active,TRUE,3,tl,admin,TRUE,active,2,DMSO,dimethylsulfoxide-d6,1,PI,PI - Group Leaders,3392FF,5,Alec,60
6394,08/10/2012 10:19,default,1,ARCHIVED,not_printed,emailed,9,10,00:00:57,1,proton.a.and,ns = 8 ; d1 = 1 ; expt = 1m 9s ; ds = 2 ; td1 = 1,non_composite,1H Observe  ,visible,research_teaching,135,FALSE,inactive,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,5,Alec,60
6533,09/10/2012 11:04,default,7,ARCHIVED,not_printed,emailed,9,10,00:00:57,1,proton.a.and,ns = 8 ; d1 = 1 ; expt = 1m 9s ; ds = 2 ; td1 = 1,non_composite,1H Observe  ,visible,research_teaching,135,FALSE,inactive,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,5,Alec,60
6738,10/10/2012 18:31,default,19,ARCHIVED,not_printed,emailed,9,10,00:00:57,1,proton.a.and,ns = 8 ; d1 = 1 ; expt = 1m 9s ; ds = 2 ; td1 = 1,non_composite,1H Observe  ,visible,research_teaching,135,FALSE,inactive,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,5,Alec,60
6739,10/10/2012 18:31,default,19,ARCHIVED,not_printed,emailed,9,11,00:32:31,102,ghmbc.a.and,ns = 4 ; d1 = 1.5 ; expt = 33m 46s ; ds = 16 ; td1 = 256,non_composite,2D 1H#13C-gs-HMBC,visible,research_only,135,FALSE,inactive,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,5,Alec,60
6774,11/10/2012 13:14,default,1,ARCHIVED,not_printed,emailed,9,10,00:00:57,1,proton.a.and,ns = 8 ; d1 = 1 ; expt = 1m 9s ; ds = 2 ; td1 = 1,non_composite,1H Observe  ,visible,research_teaching,2,TRUE,active,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,5,Alec,60
6812,11/10/2012 17:18,cnst21#4.625,1,ARCHIVED,not_printed,emailed,9,10,00:07:21,110,selroesy1D.a.and,ns = 64 ; d1 = 1.5 ; expt = 7m 21s ; ds = 4 ; td1 = 1,non_composite,1D gs-ROESY,visible,research_only,135,FALSE,inactive,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,5,Alec,60
6813,11/10/2012 17:18,cnst21#0.9347,1,ARCHIVED,not_printed,emailed,9,11,00:07:21,110,selroesy1D.a.and,ns = 64 ; d1 = 1.5 ; expt = 7m 21s ; ds = 4 ; td1 = 1,non_composite,1D gs-ROESY,visible,research_only,135,FALSE,inactive,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,5,Alec,60
